material_id,formula,category,crystal_system,MQI,bulk_modulus_GPa,shear_modulus_GPa,density_g_cm3,melting_point_K,band_gap_eV,formation_energy_per_atom_eV
mp-399047,Y2Cd2Cl3Bi,Alloy,monoclinic,19.409091030721363,116.47,30.08,6.864,935.0,0.0,-1.4611
mp-586688,Ar2Te3Ru4,Metal,hexagonal,25.871814697399216,190.85,70.51,8.541,1471.0,0.0,-0.928
mp-889937,MgCl2Br4,Semiconductor,trigonal,14.395402150443514,48.54,23.11,5.546,1090.0,0.771,-0.2266
mp-184523,W3Fe2Bi2,Oxide,cubic,40.950482112583536,146.28,72.66,6.122,2858.0,3.178,-4.2209
mp-89200,BAg3C4,Oxide,trigonal,38.62499830431693,207.89,144.98,0.849,2324.0,2.044,-3.5087
mp-254165,Ge2ZnIn4,Ceramic,monoclinic,42.25543586888264,162.62,83.68,6.993,2231.0,11.863,-0.7856
mp-462758,AsCaCl2,Boride,tetragonal,25.72727960932402,161.31,96.95,8.223,1055.0,1.562,-0.7466
mp-107967,Na2Au3SCd3,Silicate,trigonal,20.59433051502815,30.1,14.82,8.646,1132.0,3.618,-0.9957
mp-792540,Mg2,Intermetallic,monoclinic,19.55870000617898,118.72,71.85,8.426,1139.0,0.0,0.0
mp-434172,PZnRh3,Carbide,orthorhombic,45.050525895189054,345.48,221.81,3.306,2418.0,1.27,-2.2613
mp-257637,Ti3As3,Perovskite,orthorhombic,20.947083733709253,53.41,30.57,4.43,1425.0,1.178,-2.1118
mp-508654,Co2As3,Metal,tetragonal,27.979607012112098,209.77,95.83,6.646,1801.0,0.0,-0.8524
mp-850263,Na4Nb4O3Ni4,Oxide,tetragonal,41.1446976894875,101.6,28.84,3.519,2392.0,9.107,-4.1646
mp-408740,Pt3InTi3,Carbide,trigonal,33.47157731313834,270.58,118.87,3.798,2061.0,1.838,-0.958
mp-27411,AsCu3Y,Oxide,cubic,36.26432389737298,172.79,149.15,3.843,2262.0,0.5,-3.2396
mp-213700,Ir4As2,Metal,cubic,23.746386046435628,110.63,57.55,9.334,1013.0,0.0,-2.0913
mp-524307,NeBrZr4,Alloy,monoclinic,22.952013928560437,193.67,63.25,8.622,256.0,0.0,-1.8327
mp-388832,W4Re4,Semiconductor,trigonal,26.326891208397786,62.98,24.74,5.452,2495.0,2.121,-1.802
mp-572724,ArH3Bi4Na4,Halide,tetragonal,25.908578076010933,144.2,50.14,4.37,1076.0,2.038,-2.5333
mp-415652,Se4,Semiconductor,hexagonal,22.707856035086888,16.68,5.79,8.827,1959.0,2.587,-1.3408
mp-701063,Ba,Silicate,hexagonal,30.213552454357757,93.25,62.85,5.154,1125.0,5.222,-2.9132
mp-696585,Li2Ta,Nitride,monoclinic,21.816403901173214,155.65,100.55,2.613,862.0,1.933,-0.5045
mp-816701,Fe3C4,Metal,orthorhombic,23.792740617179348,197.84,100.57,3.891,1388.0,0.0,-0.5139
mp-262204,YBr2,Oxide,tetragonal,37.03413837270259,134.08,49.46,5.519,1424.0,5.579,-4.5637
mp-132476,Zr3S4,Alloy,monoclinic,21.19879487357474,116.69,95.94,8.486,1563.0,0.0,0.4966
mp-389873,Ca4P4,Ceramic,orthorhombic,35.6838389713749,50.53,21.06,5.725,2728.0,7.719,-2.5623
mp-714037,Sn2SbCe4,Alloy,hexagonal,27.840936429841687,148.04,89.42,7.759,1133.0,0.0,-2.6863
mp-904610,Zn4Be3Ti2Pd,Perovskite,orthorhombic,20.979210766828817,71.07,42.21,6.759,1288.0,0.879,-1.5195
mp-351162,Bi4,Perovskite,hexagonal,20.950564670405775,55.68,14.37,5.174,330.0,2.376,-3.4358
mp-98909,Mo3Y3W4,Oxide,orthorhombic,48.20789327586091,179.14,81.67,2.51,2537.0,8.987,-4.845
mp-90160,In3Fe4,Intermetallic,trigonal,22.591018711745132,121.3,50.28,12.208,1139.0,0.0,-0.8058
mp-769276,Sc2Pb3,Ceramic,trigonal,46.51884683112352,201.12,187.68,3.938,2222.0,4.316,-4.3023
mp-939058,Pd3Br4,Intermetallic,cubic,23.77905186989116,155.65,62.62,9.273,1105.0,0.0,-1.2071
mp-141750,Fe4H,Halide,orthorhombic,33.45718973719314,106.8,50.02,3.147,1437.0,5.077,-4.2502
mp-584982,Ga3Sr2,Semiconductor,trigonal,16.12281808312045,80.11,35.13,3.835,1114.0,1.786,-0.0308
mp-809455,Re4Ta4As4,Carbide,cubic,36.363518512389255,255.63,110.99,6.68,1836.0,0.971,-2.6847
mp-426834,Os4Pb2,Metal,orthorhombic,16.15910878184266,140.71,56.44,7.163,913.0,0.0,0.7419
mp-703092,Ta2,Oxide,cubic,35.250640258595986,185.95,101.89,6.524,2969.0,3.21,-0.5
mp-610913,Al4Ar4Pb,Semiconductor,orthorhombic,21.816026957443388,98.15,56.17,5.826,1390.0,1.304,-0.9986
mp-643781,S2P4,Oxide,cubic,36.97244717907766,125.61,36.87,4.801,2330.0,9.38,-1.6805
mp-467213,CdHe2Na3,Metal,hexagonal,21.976979755522944,136.69,122.57,0.52,843.0,0.0,-1.8491
mp-668131,CrCd,Semiconductor,orthorhombic,19.57931032701828,18.86,5.23,4.978,2038.0,2.835,-0.6251
mp-889573,Ni3Nb4Ta2,Intermetallic,orthorhombic,25.929639848149773,162.93,86.16,12.206,1891.0,0.0,0.4074
mp-292593,Cr3Pt4,Semiconductor,tetragonal,14.915985114848944,39.84,16.08,1.784,1577.0,0.475,-0.8441
mp-837686,Ag2Ni3Sn,Semiconductor,tetragonal,22.53033306505967,135.99,90.8,5.174,944.0,1.644,-0.7423
mp-361971,Zn4Pt2SFe,Metal,cubic,21.019530202352563,119.89,58.49,4.002,1451.0,0.0,-1.2517
mp-310405,Se2La4HCu2,Boride,trigonal,36.499381264638785,326.31,123.21,7.345,1600.0,1.622,-1.3829
mp-560393,SCo3Ar2,Intermetallic,orthorhombic,30.38546942113685,174.96,154.45,6.064,2109.0,0.0,-0.7845
mp-654466,NbN,Perovskite,tetragonal,25.148120645469255,108.81,32.08,3.21,791.0,3.218,-3.2247
mp-388827,Cu2Ge4,Phosphide,cubic,17.275539578029132,87.43,33.98,6.649,769.0,2.394,-0.0757
mp-523278,He2Co4,Metal,tetragonal,20.418453996416304,52.91,18.37,3.477,2382.0,0.0,-1.3729
mp-118503,Be3Cu4,Chalcogenide,orthorhombic,22.39541221284868,70.29,31.14,0.983,2173.0,2.721,-1.1628
mp-210340,Y2N3,Halide,trigonal,21.55961670771367,26.73,9.8,6.432,1124.0,3.764,-1.9363
mp-851557,In3F3,Nitride,hexagonal,37.096027407386806,320.65,209.43,8.309,1990.0,0.029,0.0441
mp-342241,OCrLa3,Intermetallic,cubic,19.27407191857311,56.76,21.28,10.644,1402.0,0.0,-0.8964
mp-432935,B2MnSc,Semiconductor,tetragonal,31.38844194699671,209.42,143.85,4.268,1107.0,2.116,-1.8494
mp-158748,Mg,Oxide,orthorhombic,44.5142825588282,200.27,81.12,3.884,2385.0,8.328,-3.358
mp-76849,Os3Cd3,Semiconductor,cubic,8.726041317718106,48.04,28.21,1.081,505.0,1.089,0.3973
mp-672662,Y4,Oxide,hexagonal,32.54863463833443,125.97,84.56,2.242,1696.0,4.871,-2.793
mp-874295,Cu2Br,Carbide,tetragonal,31.29376774790457,201.25,126.48,2.98,2419.0,1.984,-0.4654
mp-837949,Cr2C4,Metal,monoclinic,24.38127329504749,80.88,51.32,15.234,1349.0,0.0,-1.1132
mp-341162,Ne4Pb3Mg2,Semiconductor,cubic,21.806710986350208,90.56,70.38,2.716,1149.0,1.802,-1.6247
mp-946182,Pd3,Halide,hexagonal,35.42394490114047,134.67,59.8,4.111,1654.0,6.833,-2.9996
mp-89075,Cd2,Perovskite,hexagonal,19.28765995308952,41.72,21.58,3.177,1114.0,2.266,-2.0253
mp-887656,Sc4Re2,Metal,cubic,17.183973504370893,101.49,37.64,6.199,525.0,0.0,-1.4516
mp-626415,Pd2RuCa4,Ceramic,orthorhombic,30.211520458579685,102.35,55.89,4.995,2233.0,4.514,-1.4917
mp-29785,Pb2Al3,Silicate,tetragonal,18.155750522054568,73.6,50.37,5.165,534.0,3.4,-0.5
mp-358118,Cl2Fe4,Oxide,hexagonal,29.664709401011933,74.72,49.94,6.856,1781.0,6.877,-0.9616
mp-150991,MgCr3Br3,Alloy,orthorhombic,20.146080550702784,141.61,68.91,4.088,1505.0,0.0,-0.2718
mp-6243,SeGa2Ge2,Ceramic,trigonal,37.37104173019039,323.8,125.48,5.332,1865.0,3.815,-0.617
mp-67346,S3Nb,Carbide,trigonal,36.804304939237205,313.4,158.83,5.065,1708.0,1.54,-1.3339
mp-58397,TiCd3Au2F3,Ceramic,hexagonal,46.08332615098806,215.63,73.54,5.986,2671.0,9.298,-2.5154
mp-547836,He4Rh,Ceramic,cubic,43.02050923286801,330.52,240.2,3.417,1765.0,3.185,-1.3922
mp-924010,In4PtMn3,Sulfide,trigonal,16.19626545458098,31.28,14.72,3.987,1484.0,1.162,-0.8536
mp-100514,Fe,Silicate,hexagonal,27.879828975448,53.19,13.78,4.069,1407.0,2.995,-4.4169
mp-267619,C3Sc4,Metal,cubic,18.40270664471925,91.76,52.97,9.15,967.0,0.0,-0.4347
mp-95988,Au3P4Ta3,Phosphide,monoclinic,19.722095513544193,154.25,46.75,5.51,899.0,1.103,-0.4957
mp-593466,V3Al3,Semiconductor,trigonal,19.226196938815068,107.24,69.99,6.154,1025.0,1.3,-0.0864
mp-768408,Al2Ni4,Metal,monoclinic,33.05833959444335,225.53,155.82,2.369,1407.0,0.0,-3.0116
mp-740088,He3Ba4,Metal,trigonal,20.088681128167888,108.47,75.08,5.832,2166.0,0.0,0.8359
mp-328548,Ne2,Oxide,monoclinic,50.933754885179276,253.06,197.35,6.67,2322.0,3.094,-4.989
mp-416277,Ba3Sb2,Metal,monoclinic,28.072114628898397,227.98,146.34,3.481,1143.0,0.0,-1.3665
mp-15214,Bi3RuAs3,Metal,hexagonal,23.796201925117906,204.81,102.29,9.004,1384.0,0.0,0.69
mp-656628,O3N3,Semiconductor,tetragonal,25.22095977302533,114.34,86.87,3.23,1918.0,2.12,-0.7911
mp-386123,Nb4Ru3Y2Si2,Oxide,monoclinic,44.24654134800469,285.82,53.46,5.997,2222.0,4.362,-4.3497
mp-688740,Ga4ArS,Metal,hexagonal,18.45712007227748,123.45,73.26,4.324,1571.0,0.0,0.3814
mp-496958,BrC2Zn3,Semiconductor,tetragonal,31.081068377696397,141.2,33.29,6.344,2057.0,1.398,-3.2793
mp-332004,S3Au4Ce3Cu2,Halide,tetragonal,28.74272110461844,126.52,68.43,0.99,1708.0,2.388,-3.0667
mp-675029,SBe2,Phosphide,tetragonal,14.561214950097016,120.07,56.53,3.283,200.0,1.272,-0.2661
mp-418385,Mg3Ga3F2Ir2,Silicate,orthorhombic,34.16671903398981,135.34,60.06,2.084,1842.0,5.561,-3.2367
mp-152974,Sb,Alloy,orthorhombic,17.938417259619246,193.46,65.95,2.415,918.0,0.0,0.0
mp-418247,Cd2Ce3,Chalcogenide,orthorhombic,9.667395803189887,39.83,21.24,2.928,711.0,0.93,0.4088
mp-798603,H4MoCr3,Alloy,tetragonal,15.428670290494928,115.83,42.85,3.763,1064.0,0.0,-0.0673
mp-134049,F4Fe3,Oxide,cubic,30.999091218735906,165.27,67.61,6.467,1629.0,2.525,-2.3263
mp-785339,Sr2Br3Sb4,Metal,trigonal,19.8475825953534,141.28,45.1,9.887,1016.0,0.0,-0.2077
mp-133746,Y4CuAs2,Halide,tetragonal,24.238583015199104,50.85,40.56,4.163,1562.0,6.379,-0.5
mp-123837,Ag2Co,Intermetallic,orthorhombic,20.34561495310559,171.7,71.64,4.095,1297.0,0.0,-0.1957
mp-219509,Ce3Li4Cd3,Halide,cubic,32.439563511089986,98.66,77.19,1.672,1139.0,8.114,-2.7046
mp-690329,Be3HfCd2,Perovskite,tetragonal,28.615795518471064,68.54,33.1,4.824,1771.0,0.946,-4.3748
mp-862029,Y4,Metal,cubic,23.92494802066648,98.16,68.4,10.871,2118.0,0.0,0.0
mp-981760,CaY4Re4,Metal,tetragonal,24.832528046797098,171.47,79.38,9.132,1593.0,0.0,-0.2969
mp-873633,Ge2Si3,Metal,cubic,23.931971578247357,83.96,67.67,5.51,2080.0,0.0,-1.4153
mp-110948,Ce2Re3Ba3,Semiconductor,hexagonal,20.01864427479905,96.22,40.36,3.248,1262.0,0.945,-1.5517
mp-816679,YHf,Chalcogenide,trigonal,17.001778653252636,85.11,25.05,4.753,618.0,0.129,-1.9551
mp-752952,OsGe3Be2,Alloy,hexagonal,12.666004710974507,52.24,21.51,5.214,909.0,0.0,-0.2637
mp-512821,Ne3O3Li3,Halide,orthorhombic,19.626430082040265,13.81,7.88,4.769,1191.0,0.5,-3.2625
mp-70161,Sr2In3,Alloy,tetragonal,36.537276295656326,272.5,209.1,4.15,1847.0,0.0,-1.5676
mp-802079,Rh3,Oxide,cubic,34.01823726807574,93.0,64.47,6.695,2383.0,5.1,-2.0857
mp-270319,Ga2,Metal,cubic,22.81322930798403,45.42,37.92,8.614,2977.0,0.0,0.0
mp-532492,Ge3CdHfPt,Halide,tetragonal,28.540645075928666,42.66,35.5,1.187,699.0,6.401,-4.4676
mp-36132,Ar,Oxide,cubic,42.99933082295591,96.26,93.68,4.044,2091.0,7.982,-4.6474
mp-584979,Se2Y3Rh4,Metal,orthorhombic,18.712902024305638,102.91,60.52,10.879,1128.0,0.0,0.3809
mp-996431,As3Cl3,Silicate,tetragonal,35.48724064549252,73.89,66.46,5.823,1682.0,6.155,-3.7165
mp-855880,Ir4F2,Oxide,hexagonal,40.28557248331186,276.75,96.77,3.758,2125.0,3.624,-3.0408
mp-907750,HS4PtBa,Sulfide,hexagonal,19.346335172138918,53.62,26.22,5.223,1234.0,1.876,-1.351
mp-69727,Ba4C2Ru2,Silicate,cubic,28.839260549978142,80.71,12.62,3.513,1368.0,7.486,-2.3558
mp-387822,Mg2Cu2,Metal,tetragonal,21.48388384534041,69.93,38.64,13.881,1895.0,0.0,0.2432
mp-995242,V4P3Mn2,Metal,hexagonal,24.43946083327234,129.4,53.37,7.116,2008.0,0.0,-1.0153
mp-251202,Ge3N2Li3,Boride,hexagonal,28.755029788499975,172.66,108.5,6.195,1520.0,0.807,-1.6067
mp-802631,Pd2Sc2,Metal,orthorhombic,20.176241618019258,208.32,50.32,4.984,1151.0,0.0,-0.0648
mp-979000,Te3Cd3Nb4,Boride,cubic,26.915947635185745,265.41,101.23,2.635,779.0,1.835,-1.1034
mp-240764,Ge4NbRu3,Intermetallic,tetragonal,31.59130863488059,261.97,117.26,9.136,1436.0,0.0,-1.1821
mp-311323,Sc4Pt2,Metal,trigonal,28.286445647688783,268.98,44.3,9.361,1118.0,0.0,-1.6725
mp-360348,Cl4,Metal,triclinic,22.834516647886016,227.1,92.86,7.522,832.0,0.0,0.0
mp-59279,IrN2,Semiconductor,cubic,16.469662600100584,50.97,30.66,3.256,1545.0,2.47,0.2405
mp-779649,Ne4W4Mn4Zn3,Metal,cubic,29.786248214794046,195.8,83.86,10.951,1254.0,0.0,-2.0053
mp-885097,Ga4FSr2Au,Perovskite,monoclinic,25.92940803978288,99.52,51.76,4.705,1161.0,2.824,-2.5615
mp-545818,LiGa3,Semiconductor,tetragonal,22.304028393248817,113.72,70.87,4.993,1707.0,1.669,-0.1494
mp-655424,Fe4Ca3LiRh3,Ceramic,cubic,39.73386705746292,283.45,63.23,6.438,2005.0,1.361,-4.1489
mp-582184,TiBi4,Oxide,cubic,35.93059520549446,111.18,37.88,3.444,1803.0,5.806,-4.3897
mp-115499,Al4Pd2Re2Mo,Oxide,hexagonal,45.22727531823354,204.18,84.46,7.289,2324.0,7.773,-3.1808
mp-997900,Cl2,Oxide,cubic,53.993920339244305,331.5,292.4,3.706,2100.0,5.193,-3.1226
mp-24947,NNb2,Metal,trigonal,19.49600158886917,34.01,30.24,10.455,2088.0,0.0,-0.0589
mp-412721,Ag2Cl4Co4,Oxide,cubic,37.466926742168724,148.36,98.69,1.618,2528.0,3.375,-3.6714
mp-406886,MgPbCo3Cd2,Metal,orthorhombic,19.262956752277343,75.24,52.32,8.616,910.0,0.0,-1.2392
mp-576969,NeN,Metal,cubic,16.87715876760357,91.83,53.23,8.165,1167.0,0.0,0.3016
mp-424702,Ag4,Oxide,cubic,52.657159366475305,288.09,135.38,0.571,3564.0,8.157,-3.1103
mp-615251,Rh3P4,Oxide,cubic,44.79005024114862,189.72,73.52,5.627,2347.0,3.511,-5.877
mp-952474,Ti3Ca2,Chalcogenide,hexagonal,17.106381222173454,49.43,24.55,2.692,1441.0,2.054,-0.6543
mp-974153,Cu4Ga2,Oxide,trigonal,27.69329224253781,151.67,18.08,3.012,1943.0,2.496,-2.41
mp-919532,NeZn4,Ceramic,cubic,46.08190602422519,305.26,154.34,4.525,2377.0,3.9,-3.0922
mp-928644,Se3Si4,Perovskite,hexagonal,19.167760119564058,17.8,7.14,4.333,1075.0,0.184,-3.4747
mp-997887,Re4Ce3,Halide,triclinic,27.197725465144366,73.64,40.17,4.116,518.0,4.838,-3.8457
mp-536975,La3O2Cr3,Metal,hexagonal,25.106644931565306,179.11,76.31,11.691,1552.0,0.0,0.116
mp-952086,Os4W3Be3Ba3,Sulfide,hexagonal,14.103068267711608,27.72,28.45,3.79,1202.0,0.797,-0.4823
mp-484828,Co4Ru3,Oxide,cubic,45.87432676778043,310.71,219.28,3.404,1710.0,4.458,-2.6936
mp-826711,Nb2Fe3Hf3,Ceramic,tetragonal,40.714696758159945,209.79,98.13,5.598,2200.0,4.865,-3.036
mp-656888,OBi4,Oxide,tetragonal,34.09072321152974,83.13,24.14,4.076,1577.0,4.85,-5.0509
mp-226576,Sr4,Boride,monoclinic,39.51590354178708,404.09,173.97,7.101,2326.0,0.012,-0.1157
mp-518413,Mo4,Oxide,orthorhombic,40.184999900347655,176.09,49.26,6.658,1761.0,6.883,-3.7698
mp-536197,Be2Ta2,Silicate,tetragonal,23.72070605102484,64.13,27.29,0.5,707.0,4.087,-3.6759
mp-726290,Cd2Mg3Pd4,Chalcogenide,trigonal,21.217534433820063,73.58,49.0,1.17,1742.0,2.199,-1.2171
mp-619328,Ge2Mn3Pd3,Perovskite,tetragonal,30.504858134920607,121.11,49.86,4.679,1689.0,2.794,-3.2698
mp-998203,Br2Ca4Sb2,Nitride,tetragonal,37.74118038927241,372.88,200.42,7.218,760.0,1.644,-1.0611
mp-670920,Ti2Si,Metal,cubic,26.5061005771423,229.56,82.31,8.791,1538.0,0.0,-0.2193
mp-107042,Hf2La,Oxide,hexagonal,30.454548893463276,132.52,93.15,3.413,1804.0,1.96,-2.7221
mp-714486,Sb4Ti3Ru,Oxide,cubic,33.92944372777127,181.47,103.13,5.696,1354.0,3.159,-2.8541
mp-58134,H2As,Silicate,hexagonal,18.500351876981536,69.73,38.14,0.513,652.0,0.997,-2.9235
mp-985533,Os4SnRh2He2,Ceramic,monoclinic,37.30002305345024,151.14,73.09,4.005,2093.0,3.858,-4.0378
mp-13418,Zn2N2,Nitride,orthorhombic,29.995988156462758,256.14,114.48,5.817,687.0,1.668,-1.7738
mp-894311,KB2,Oxide,hexagonal,41.83251416428754,207.93,124.55,3.378,2695.0,4.375,-2.8905
mp-641900,SrZn3,Oxide,trigonal,48.98068149361359,262.92,105.06,5.127,1555.0,10.253,-3.8874
mp-294769,Te2Cl4Pd,Oxide,tetragonal,36.38051070193908,172.99,61.2,5.437,1604.0,2.766,-4.6296
mp-8188,Ca4Pt3,Nitride,hexagonal,26.61374741191315,292.51,114.4,5.415,823.0,1.496,0.1621
mp-162104,ReAu4Sn2Nb4,Metal,tetragonal,21.535070974235616,130.96,79.58,3.506,1623.0,0.0,-0.7019
mp-455564,PdGe3Na4,Alloy,hexagonal,20.14007173733352,87.31,64.74,5.665,1702.0,0.0,-0.4931
mp-446132,Sr3BCu4,Metal,cubic,20.60587673325829,96.34,55.45,5.029,1814.0,0.0,-0.6814
mp-459451,TeTa3In3,Phosphide,cubic,18.04050125506833,90.05,86.17,3.488,798.0,0.579,-0.8368
mp-680844,O3Os3,Oxide,cubic,32.238106010803406,163.74,60.57,1.982,1405.0,7.218,-1.947
mp-444967,Co2Te4F,Perovskite,cubic,20.85470728739878,81.77,57.04,5.444,1003.0,0.159,-2.1227
mp-758318,Al4Ge2,Ceramic,cubic,34.74696609849315,104.69,63.09,2.801,1352.0,7.054,-3.762
mp-238462,Sc3Bi2,Nitride,orthorhombic,28.42956834879739,383.51,112.33,3.037,200.0,0.926,-1.0767
mp-921681,CaCu,Metal,cubic,27.536358203121654,160.45,128.25,12.793,1478.0,0.0,0.0083
mp-509365,MgNb4Sb2,Alloy,cubic,26.920947769669706,182.89,150.15,6.905,1315.0,0.0,-0.4894
mp-389684,Ba2Cr,Nitride,cubic,37.987114541408054,428.3,187.08,4.268,598.0,2.086,-1.2761
mp-76790,Ca2H3,Oxide,cubic,26.945336529308285,104.33,88.63,3.286,1381.0,2.368,-2.3353
mp-527294,Co3Ti2,Intermetallic,triclinic,25.95530064170825,249.94,133.24,7.78,827.0,0.0,-0.0695
mp-255753,Sb3,Ceramic,hexagonal,48.79770641764377,183.23,74.66,7.796,1803.0,11.146,-4.1686
mp-721881,OsClTi4,Intermetallic,triclinic,17.77558843798991,24.72,14.93,4.692,2086.0,0.0,-1.0252
mp-86492,Al3Si,Semiconductor,tetragonal,17.833348068574256,83.38,48.32,5.995,1269.0,1.004,-0.0894
mp-303371,K2Pb2,Oxide,orthorhombic,44.92035643168942,124.76,91.38,5.629,2339.0,6.558,-5.0167
mp-194651,Ca4,Intermetallic,tetragonal,20.766237851467956,148.99,54.18,8.432,1376.0,0.0,0.0
mp-754425,Cu4Al3Si2,Metal,cubic,21.027458098890282,107.47,72.51,7.969,1460.0,0.0,-0.3103
mp-880084,Si4Ru2,Oxide,tetragonal,44.18750049859258,299.28,60.68,5.868,2358.0,5.958,-2.9929
mp-999585,La4Cd3,Semiconductor,cubic,16.785769932829645,43.8,19.44,4.697,1435.0,0.886,-0.8815
mp-366747,Ba4Ta3,Silicate,hexagonal,28.593168588771647,58.44,40.08,4.306,1891.0,1.255,-4.1339
mp-860120,In3Nb2,Sulfide,tetragonal,18.44130120304805,106.99,42.72,7.332,1011.0,0.45,-0.5152
mp-129229,Ga2Sc3Re3,Sulfide,cubic,20.369749630306256,59.37,42.69,3.915,1460.0,2.662,-0.8631
mp-67919,InNi,Semiconductor,trigonal,22.200251710767112,95.62,70.07,4.145,908.0,1.296,-2.0607
mp-617344,Nb2Cd2,Metal,cubic,25.258386488866385,179.54,149.62,6.068,980.0,0.0,-0.608
mp-656538,SnCa4,Metal,trigonal,29.0387359116337,220.71,128.19,9.06,1873.0,0.0,0.1495
mp-646915,Ba4Li3Ru2,Nitride,hexagonal,22.08020915480481,228.42,126.38,6.575,259.0,0.23,-0.0379
mp-558551,Fe3Au3,Alloy,tetragonal,24.90847964317856,157.93,54.4,1.34,1561.0,0.0,-2.7111
mp-315632,Ga2,Nitride,cubic,30.192946353801076,289.45,151.87,3.162,1037.0,0.786,-1.0527
mp-445625,La,Chalcogenide,tetragonal,25.348739682045572,99.71,40.9,7.851,1771.0,2.814,-0.8864
mp-898121,P4Rh4Zn3W2,Metal,cubic,20.435205281247775,145.6,91.42,5.0,1032.0,0.0,-0.4659
mp-138945,Ge3Cu3P2,Halide,orthorhombic,25.686519346691394,61.46,24.98,2.493,452.0,8.976,-2.1003
mp-294957,Au3Be2Ni,Ceramic,cubic,27.718557628883627,113.3,60.29,2.095,1864.0,1.271,-3.0824
mp-350593,CaBi2Ne3,Metal,tetragonal,20.7420151492455,116.01,79.61,5.743,1528.0,0.0,-0.2878
mp-924589,Mn2Se2,Ceramic,orthorhombic,44.387195899138774,166.1,114.45,5.538,2053.0,7.036,-3.9899
mp-652242,K3Ca4V2,Sulfide,cubic,18.690863816431303,125.59,51.47,5.568,1027.0,0.796,-0.3416
mp-210291,Ne2Cd4He,Halide,tetragonal,40.43457244227354,72.73,53.83,7.13,1679.0,6.52,-5.5095
mp-41190,Bi4O2,Oxide,monoclinic,38.13254794656784,189.21,98.12,5.364,2692.0,5.521,-1.2212
mp-999224,V4F2,Metal,hexagonal,29.821140874175565,278.61,114.44,10.651,550.0,0.0,-1.4166
mp-467156,Sc2,Oxide,monoclinic,38.2754195241827,164.79,124.88,4.0,2475.0,5.214,-1.9025
mp-27092,ZnAu2Li2,Sulfide,hexagonal,13.601435626483411,48.94,19.68,3.319,844.0,1.519,-0.4679
mp-35032,Cr4F3,Metal,hexagonal,28.046610927104556,115.76,93.78,15.352,1638.0,0.0,-0.7316
mp-140658,AuOs3Ir2,Nitride,hexagonal,29.11986662467698,345.68,112.73,7.262,1069.0,2.218,1.0574
mp-588373,Bi2P4Ge2,Oxide,trigonal,41.06243391190894,254.87,156.97,3.525,3265.0,0.751,-2.1028
mp-562228,C2NaAr,Ceramic,orthorhombic,43.76992158514378,253.99,162.8,4.789,2077.0,3.936,-3.1683
mp-540268,O3,Halide,monoclinic,27.755188935355612,115.58,37.04,2.499,825.0,8.828,-1.3593
mp-678415,TaNe4,Metal,cubic,32.372224395719655,182.47,146.59,10.025,2836.0,0.0,0.398
mp-707536,FSi4O,Perovskite,orthorhombic,21.52737994017308,6.7,2.97,6.061,1606.0,0.543,-3.2519
mp-989172,Os4Ni4Sc4,Perovskite,tetragonal,28.168862914439767,40.85,17.98,3.817,2099.0,0.234,-4.9318
mp-450696,VRh3Ca3Zn2,Semiconductor,monoclinic,19.179221488647418,85.97,65.33,5.848,534.0,1.289,-1.3443
mp-194901,Zr3In3V4Al2,Oxide,cubic,30.538438960495185,121.96,48.89,6.555,1973.0,0.5,-3.5777
mp-989635,MnBe3S3F,Sulfide,tetragonal,19.862823839415704,88.77,54.58,3.116,1253.0,2.731,-0.4669
mp-156761,La3Li2,Semiconductor,orthorhombic,19.694736642968714,37.1,28.17,3.868,2094.0,0.861,-1.0796
mp-944459,Si4,Nitride,hexagonal,25.877607631163137,197.33,96.69,7.521,1477.0,1.163,0.0588
mp-538528,Sc3Ti3,Intermetallic,cubic,16.694196056786364,53.77,30.84,4.927,605.0,0.0,-2.2258
mp-534120,MgBr2Sb2Ni3,Chalcogenide,tetragonal,19.08477365226622,118.26,76.26,1.815,1128.0,0.467,-0.9054
mp-954341,Sc2N2,Ceramic,trigonal,46.26786302614313,259.32,173.95,4.843,2590.0,3.013,-3.48
mp-186738,Nb4CuRh3,Carbide,cubic,34.148938416559595,205.1,81.92,4.841,2683.0,0.446,-2.3775
mp-471023,Sr4HeSe4,Oxide,monoclinic,45.06427752025775,246.54,163.86,7.546,1729.0,5.966,-2.7484
mp-912680,RhSi,Metal,tetragonal,19.705707966646152,117.58,51.55,1.451,1054.0,0.0,-2.0833
mp-24692,Ni2MgSc3,Semiconductor,trigonal,15.106803263323991,33.98,9.11,5.417,1579.0,2.114,0.4431
mp-413910,Zn2Si2Ne2,Halide,hexagonal,33.99026080066022,100.77,83.18,3.751,604.0,8.593,-3.3738
mp-889922,ScNi3,Sulfide,tetragonal,15.324314184182539,61.76,20.52,4.238,923.0,0.872,-0.9536
mp-140855,Zr2Rh4,Nitride,cubic,31.915794608372128,314.53,168.01,9.035,1239.0,0.473,0.3541
mp-156584,Ru2,Silicate,cubic,35.64133707231812,80.59,24.53,5.631,1814.0,6.241,-4.2903
mp-289669,BaCl3Si3,Perovskite,trigonal,29.28505999089962,122.23,103.69,4.427,1190.0,1.925,-3.0052
mp-294936,CdMg2,Perovskite,cubic,25.680806568983105,86.66,49.71,6.566,1200.0,2.441,-2.4271
mp-718238,Ge3GaOs2Mg2,Chalcogenide,cubic,11.098419205189371,43.77,23.28,7.186,200.0,0.627,-0.1571
