material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,crystal_enc,category_enc,pughs_ratio,elastic_anisotropy,thermal_stability,electronic_density,vol_per_site,bulk_modulus_GPa_norm,shear_modulus_GPa_norm,formation_energy_per_atom_eV_norm,density_g_cm3_norm,melting_point_K_norm,band_gap_eV_norm,MQI
mp-278721,Ga4Os3ReIn2,4,cubic,210,Metal,-0.7926,0.1124,0.0,1,215.53,110.56,0.2832,11.194,32,6594.68,1506.0,0,0,7,1.9494392183475544,104.97,1900.0756762544072,0.0,206.08375,39.09373855730502,27.194109507807866,28.6575,56.248685041026725,35.60523446019629,0.0,29.954723286154696
mp-32770,Cr2O3,2,monoclinic,6,Halide,-4.7164,0.0149,3.914,0,19.37,9.86,0.2843,5.443,8,627.24,1254.0,1,2,5,1.9645030406039523,9.510000000000002,265.8807559454653,21.303902,78.405,3.1801537898205785,2.312710021743427,77.705,25.999368819692826,28.735005452562707,32.61666666666667,28.442260462166495
mp-192320,La4K,2,hexagonal,194,Ceramic,-2.0272,0.0134,6.86,0,121.71,68.23,0.2714,4.946,6,418.29,2149.0,1,1,3,1.7838194340050095,53.47999999999999,1060.0828676988808,33.92956,69.715,21.91688026363969,16.735026685115635,44.09,23.385230380812118,53.13522355507089,57.166666666666664,35.43218796109291
mp-463121,GaSc3,2,cubic,217,Semiconductor,-1.0024,0.2208,1.834,0,54.66,12.37,0.3945,3.497,6,211.45,1747.0,0,0,12,4.418755048974329,42.29,1742.81722124085,6.413498,35.24166666666667,9.641157085316733,2.932891875864795,31.28,15.763728171681043,42.17557251908397,15.283333333333335,18.966018487267007
mp-830820,Be2,1,cubic,215,Intermetallic,0.0,0.0781,0.0,1,359.46,181.93,0.2846,3.039,12,410.37,1728.0,0,0,6,1.9758148737439774,177.52999999999997,172800000000.0,0.0,34.1975,65.44489198095934,44.8285234236015,18.75,13.354723332632023,41.657579062159215,0.0,33.388792273499256
mp-395784,MnB3,2,cubic,227,Phosphide,1.2013,0.0303,0.219,0,16.77,8.57,0.2763,7.369,6,493.93,2122.0,1,0,11,1.9568261354062702,8.2,1766.4196972744553,1.6138109999999999,82.32166666666667,2.7041376785060414,1.9939711405416087,3.7337500000000006,36.1298127498422,52.399127589967286,1.825,13.432972177288843
mp-555914,Cl2Nb4,2,tetragonal,127,Oxide,-4.1792,0.0093,4.792,0,264.82,195.84,0.2221,5.865,4,328.3,1468.0,1,4,9,1.352226307120495,68.97999999999999,351.2633988532174,28.10508,82.075,48.11790552911021,48.265467483692426,70.99,28.21901956658952,34.56924754634678,39.93333333333333,47.4719636911715
mp-502717,Ti4,1,orthorhombic,40,Semiconductor,-1.5905,0.0256,2.021,0,27.24,10.02,0.339,4.589,12,611.6,2033.0,1,3,12,2.71856287153836,17.22,1278.2143899514972,9.274369,50.96666666666667,4.621017942145734,2.352243526388614,38.63125000000001,21.507468966968233,49.972737186477644,16.841666666666665,21.293809768375343
mp-187647,Ar3Re,2,hexagonal,179,Oxide,-0.5,0.0171,5.558,0,268.37,229.89,0.1683,6.219,6,403.8,2151.0,1,1,9,1.1673844011845933,38.48000000000002,4301.999913960001,34.565202,67.3,48.76785060417429,56.67869144099623,25.0,30.08100147275405,53.1897491821156,46.31666666666667,44.02337093362685
mp-80692,Cu4Br4Sb2V2,4,monoclinic,7,Metal,-1.3768,0.0045,0.0,1,41.19,16.66,0.3163,1.999,32,796.47,1024.0,1,2,7,2.472388954098206,24.529999999999998,743.7536262074839,0.0,24.8896875,7.175027462467959,3.9928839691638665,35.96000000000001,7.884494003787082,22.464558342420936,0.0,13.583715438068216
mp-961859,Ru4Ne3Mn3,3,cubic,195,Semiconductor,0.3481,0.0218,1.222,0,138.13,66.29,0.2753,5.784,16,682.12,1213.0,1,0,12,2.083723034834255,71.83999999999999,3484.6307530988006,7.068047999999999,42.6325,24.923105089710727,16.255682941292747,14.398750000000007,27.792972859246788,27.617230098146127,10.183333333333334,19.564889406847296
mp-459823,V2Cr3,2,tetragonal,91,Oxide,-1.8087,0.1076,7.433,0,125.46,59.14,0.2922,4.779,8,409.39,2454.0,0,4,9,2.121406830889177,66.32,1356.77557717269,35.522307,51.17375,22.60344196265104,14.489029452460962,41.35875,22.506837786661055,61.45038167938931,61.94166666666666,36.4497353135969
mp-345166,BiBr4In2,3,hexagonal,178,Phosphide,-1.6786,0.049,0.747,0,90.43,42.58,0.2979,2.155,8,105.24,545.0,1,1,11,2.123767026274362,47.85000000000001,324.67532274112165,1.6097849999999998,13.155,16.19004027828634,10.397311721684126,39.7325,8.705028403113822,9.40567066521265,6.225,16.479073840087374
mp-885376,Be4Ar4,2,orthorhombic,48,Metal,-1.0836,0.0111,0.0,1,297.89,62.16,0.4038,8.959,6,769.43,1358.0,1,3,7,4.792310166539203,235.73,1253.2299625947771,0.0,128.23833333333332,54.172464298791645,15.235224352638859,32.295,44.49295181990321,31.570338058887675,0.0,29.525383621109576
mp-298846,Ca4,1,hexagonal,188,Metal,0.0,0.0868,0.0,1,218.34,116.36,0.2759,0.5,12,54.16,1299.0,0,1,7,1.8764180129016486,101.98,129900000000.0,0.0,4.513333333333333,39.60820212376419,28.627199051195884,18.75,0.0,29.961832061068705,0.0,21.89135504415232
mp-146693,CrGe3,2,monoclinic,10,Carbide,-0.0635,0.2632,0.586,0,330.4,215.93,0.2278,6.458,16,884.53,1798.0,0,2,2,1.530125503564575,114.46999999999997,28314.956170873047,3.784388,55.283125,60.12449652142071,53.229393160703694,19.543750000000003,31.338102251209765,43.5659760087241,4.883333333333333,36.98073456285448
mp-779958,Au2Sn2,2,tetragonal,133,Ceramic,-2.6411,0.0042,6.384,0,155.33,63.57,0.3093,4.871,12,233.18,1450.0,1,4,3,2.4434481669901764,91.76000000000002,549.0136664684652,31.096464000000005,19.43166666666667,28.072134749176126,15.58361336232457,51.763749999999995,22.99074268882811,34.078516902944386,53.2,34.47475142662461
mp-103536,C4Ce3Mg,3,orthorhombic,57,Ceramic,-1.037,0.1254,6.593,0,86.33,30.01,0.3437,3.828,6,195.19,1698.0,0,3,3,2.876707763120057,56.31999999999999,1637.415606196571,25.238004,32.531666666666666,15.439399487367265,7.291460762996639,31.712500000000006,17.504733852303808,40.839694656488554,54.94166666666666,27.006349633776445
mp-963314,P2Re,2,hexagonal,179,Intermetallic,0.0412,0.0028,0.0,1,140.01,37.24,0.3791,3.939,4,206.23,2079.0,1,1,6,3.7596670236950405,102.76999999999998,50461.15280069107,0.0,51.5575,25.267301354815082,9.077881004151017,18.235,18.088575636440144,51.226826608505995,0.0,20.008918026713133
mp-185542,Be4SiLi3,3,hexagonal,178,Nitride,-0.7444,0.0001,3.852,0,194.82,109.65,0.2699,4.5,24,1515.7,1990.0,1,1,8,1.7767441858844737,85.16999999999999,2673.293892083639,17.334,63.15416666666667,35.30208714756499,26.96926270013837,28.054999999999993,21.039343572480536,48.800436205016354,32.1,32.30426975754118
mp-406492,Sr2Re2,2,monoclinic,8,Metal,-1.44,0.084,0.0,1,123.79,91.09,0.2167,6.543,32,2708.08,2138.0,0,2,7,1.3589856184697569,32.7,1484.7222119116514,0.0,84.6275,22.297693152691323,22.3833761612967,36.74999999999999,31.785188302124972,52.83533260632497,0.0,27.390032583958842
mp-421778,LaCa,2,monoclinic,3,Metal,-1.5085,0.0234,0.0,1,157.46,55.13,0.3375,7.619,8,822.09,1811.0,1,2,7,2.8561581710763364,102.33000000000001,1200.5303201820993,0.0,102.76125,28.462101794214572,13.498220992290966,37.606249999999996,37.44477172312224,43.92039258451472,0.0,26.245850617290536
mp-805685,Ir2LaSb3He4,4,hexagonal,168,Silicate,-2.7221,0.0297,5.539,0,88.2,38.69,0.328,6.498,32,2301.33,1310.0,1,1,13,2.279658825980962,49.510000000000005,481.246094995606,35.992422,71.9165625,15.781764921274258,9.436153389998022,52.776250000000005,31.54849568693457,30.261723009814613,46.15833333333333,30.216691682420105
mp-549309,Hf3Ar4,2,cubic,216,Metal,-0.7596,0.0621,0.0,1,229.39,146.64,0.2314,4.578,12,626.59,631.0,0,0,7,1.5643071466472784,82.75,830.7003576790368,0.0,52.215833333333336,41.63127059685097,36.10891480529748,28.245000000000005,21.44961077214391,11.750272628135223,0.0,25.104539051864364
mp-375602,Ge2,1,orthorhombic,44,Oxide,-4.2583,0.0369,3.297,0,247.75,95.09,0.3396,3.221,4,124.79,2438.0,1,3,9,2.6054264378372674,152.66,572.5289421305945,10.619637,31.1975,44.99267667521054,23.37171377742637,71.97875,14.312013465179888,61.01417666303163,27.474999999999998,42.77320593650012
mp-507554,HGe4,2,hexagonal,176,Metal,0.4876,0.0329,0.0,1,179.17,67.12,0.3329,4.499,4,202.6,1469.0,1,1,7,2.6693980925701135,112.04999999999998,3012.7152786563724,0.0,50.65,32.43683632369095,16.46076299663965,12.655000000000001,21.034083736587416,34.596510359869136,0.0,19.60340479170523
mp-310259,Fe3,1,hexagonal,190,Nitride,-0.8673,0.0361,0.966,0,194.95,88.19,0.3049,12.61,2,326.49,1744.0,1,1,8,2.2105680913697054,106.75999999999999,2010.8382104134878,12.181259999999998,163.245,35.32588795313072,21.666831389602688,29.591250000000002,63.696612665684825,42.093784078516904,8.05,31.2080227468927
mp-920737,OsP,2,triclinic,1,Chalcogenide,-0.8463,0.0144,0.103,0,72.56,64.7,0.184,1.531,6,110.63,1844.0,1,5,4,1.121483771078596,7.859999999999999,2178.8963466986133,0.15769299999999997,18.438333333333333,12.918344928597584,15.862818738881202,29.32875,5.422890805806858,44.82006543075245,0.8583333333333334,19.01603162868931
mp-832652,Ru3RhCa3,3,hexagonal,179,Carbide,-0.14,0.0087,1.979,0,324.22,181.39,0.2603,3.322,8,435.97,1840.0,1,1,2,1.7874193725239862,142.83000000000004,13142.8562040817,6.574238,54.49625,58.99304284145002,44.695097845423994,20.5,14.843256890385021,44.711014176663035,16.491666666666667,35.502355952912765
mp-970585,Ba4K4,2,tetragonal,114,Intermetallic,1.0713,0.0741,0.0,1,119.95,49.44,0.3187,3.182,12,374.08,361.0,0,4,6,2.4261731386678456,70.51,336.9737670402897,0.0,31.173333333333332,21.594653972903696,12.09231073334651,5.358750000000001,14.106879865348201,4.3893129770992365,0.0,9.878227874349747
mp-732289,Ca4Bi2,2,cubic,201,Alloy,-2.1254,0.0705,0.0,1,139.94,48.2,0.3464,6.533,8,736.44,340.0,0,0,0,2.9033195014723403,91.74,159.9698872684206,0.0,92.055,25.254485536433542,11.785926072346314,45.3175,31.732589943193773,3.816793893129771,0.0,20.217360400044814
mp-957214,Rh2Mg2,2,hexagonal,184,Ceramic,-3.4736,0.0025,8.597,0,117.68,94.49,0.1887,5.43,4,250.51,2332.0,1,1,3,1.245422795931271,23.190000000000012,671.349606542637,46.681709999999995,62.6275,21.179055291102163,23.223463135006917,62.169999999999995,25.93099095308226,58.12431842966193,71.64166666666667,43.37250054497933
mp-197009,Re3Ga3,2,tetragonal,141,Metal,-2.1826,0.0115,0.0,1,138.92,94.34,0.2298,6.921,4,208.72,2064.0,1,4,7,1.4725461096594714,44.579999999999984,945.6611337594561,0.0,52.18,25.06774075430245,23.186400474402056,46.0325,33.77340626972439,50.81788440567067,0.0,29.857351533563943
mp-481364,Ir2O3,2,monoclinic,14,Chalcogenide,-2.3272,0.0169,1.415,0,134.29,54.88,0.3294,6.242,4,248.15,938.0,1,2,4,2.4469752182130144,79.41,403.05946887650623,8.83243,62.0375,24.220065909923104,13.436449891282862,47.839999999999996,30.201977698295813,20.119956379498362,11.791666666666668,24.906244386995528
mp-142729,TaSn2,2,orthorhombic,62,Perovskite,-1.5288,0.5712,1.414,0,52.11,45.09,0.1711,6.338,8,455.51,1108.0,0,3,10,1.1556886224981837,7.019999999999996,724.7514342964978,8.961932,56.93875,9.174295129989014,11.017493575805496,37.86000000000001,30.706921944035347,24.7546346782988,11.783333333333333,20.161745137307257
mp-350003,Mn3NaCe3,3,orthorhombic,32,Nitride,-1.581,0.0215,1.758,0,214.82,71.95,0.3443,5.221,4,240.78,1921.0,1,3,8,2.985684502712205,142.87,1215.0537557555108,9.178518,60.195,38.9637495422922,17.65418066811623,38.512499999999996,24.831685251420154,46.91930207197383,14.649999999999999,30.74464987801978
mp-257482,Sr3Co3NiHf,4,cubic,210,Metal,0.6827,0.0268,0.0,1,110.4,84.7,0.1836,11.798,6,830.25,700.0,1,0,7,1.3034238487245073,25.700000000000003,1025.3405445240876,0.0,138.375,19.846210179421455,20.80450681952955,10.216250000000002,59.42562592047128,13.631406761177752,0.0,18.160667006013995
mp-150454,Pd4Pt4N4,3,tetragonal,78,Chalcogenide,-0.0192,0.0516,3.099,0,54.85,29.23,0.2633,3.593,24,841.27,1745.0,0,4,4,1.876496749272495,25.62,90885.3693305368,11.134707,35.05291666666667,9.67594287806664,7.098734927851353,18.989999999999995,16.268672417420575,42.12104689203926,25.825000000000003,18.971709836731545
mp-626442,ScLa2B,3,hexagonal,190,Metal,-1.2046,0.1813,0.0,1,210.6,98.78,0.3007,12.15,4,429.85,878.0,0,1,7,2.13201052823122,111.82,728.8726487724336,0.0,107.4625,38.19113877700476,24.28345522830599,33.807500000000005,61.277088154849565,18.484187568157033,0.0,28.156755751770667
mp-827402,BaTa4,2,monoclinic,4,Perovskite,-5.9165,0.0029,1.901,0,18.09,10.49,0.2571,6.045,12,1144.02,1540.0,1,2,10,1.7244995217116303,7.6,260.2890217860407,11.491545,95.335,2.945807396558037,2.46837319628385,92.70625,29.165790027351147,36.53217011995638,15.841666666666669,30.39674063929695
mp-811625,Ti3Cd4Sr2B3,4,hexagonal,185,Chalcogenide,-0.96,0.0138,0.779,0,2.0,1.01,0.3012,3.512,12,420.92,1111.0,1,1,4,1.9801980001960595,0.99,1157.2916546115453,2.7358480000000003,35.07666666666667,0.0,0.1260130460565329,30.75,15.842625710077845,24.836423118865866,6.491666666666666,12.45867864804897
mp-670089,Br3,1,orthorhombic,74,Intermetallic,0.0,0.034,0.0,1,201.29,89.02,0.3026,9.203,16,1534.53,1339.0,1,3,6,2.2611772632822764,112.27,133900000000.0,0.0,95.908125,36.48663493225924,21.871911444949593,18.75,45.77635177782452,31.052344601962922,0.0,24.657196143518657
mp-505112,CaNa4,2,cubic,199,Nitride,0.1018,0.0628,0.4,0,220.39,121.07,0.2737,5.436,2,119.28,1091.0,0,0,8,1.8203518624084951,99.32,10717.091285158027,2.1744,59.64,39.983522519223726,29.79096659418857,17.477500000000006,25.962549968440985,24.291166848418758,3.3333333333333335,24.190327846789373
mp-572291,Ga3LiMo2,3,cubic,207,Metal,-2.4686,0.0593,0.0,1,65.26,32.51,0.3114,8.481,4,483.9,1794.0,0,0,7,2.0073823432767206,32.75000000000001,726.7276969669947,0.0,120.975,11.581838154522153,7.909171773077682,49.6075,41.978750262991795,43.45692475463468,0.0,24.53611572501435
mp-485376,Se4Pt4,2,monoclinic,9,Ceramic,-5.2967,0.0009,5.237,0,66.21,66.1,0.1296,4.709,6,317.18,3749.0,1,2,3,1.0016641450829555,0.10999999999999943,707.7991943893383,24.661033,52.86333333333334,11.755767118271693,16.20873690452658,84.95875000000001,22.138649274142644,96.7557251908397,43.641666666666666,45.85812451059988
mp-977818,P,1,orthorhombic,38,Ceramic,-0.5,0.0455,5.345,0,97.56,9.82,0.45,4.186,2,44.94,2324.0,1,3,3,9.934826873793455,87.74000000000001,4647.999907040002,22.37417,22.47,17.49542292200659,2.3028266455821305,25.0,19.387755102040817,57.906215921483096,44.541666666666664,26.265607811944285
mp-647123,Mg3He,2,trigonal,164,Oxide,-5.9193,0.021,4.123,0,164.06,61.27,0.3229,2.22,16,541.38,1414.0,1,6,9,2.677656275064851,102.78999999999999,238.87959684611425,9.153060000000002,33.83625,29.67045038447455,15.01531923305001,92.74125,9.046917736166632,33.097055616139585,34.358333333333334,38.50840403954251
mp-142109,Sr4Si4,2,trigonal,165,Perovskite,-3.2816,0.0255,3.353,0,104.17,95.03,0.1606,5.548,6,410.64,1362.0,1,6,10,1.096180153520343,9.14,415.0414419336865,18.602444000000002,68.44,18.70560234346393,23.356888713184425,59.77,26.55165158847044,31.679389312977097,27.94166666666667,31.96482176712328
mp-782066,Ta3Zn3,2,hexagonal,178,Alloy,-0.887,0.1988,0.0,1,117.3,84.89,0.2101,8.525,12,1538.69,779.0,0,1,0,1.3817881963268008,32.41,878.2412527819475,0.0,128.22416666666666,21.10948370560234,20.85145285629571,29.837500000000006,42.21018304228908,15.785169029443837,0.0,20.9484809710251
mp-232085,Pt2He4Ne4,3,cubic,212,Alloy,0.1699,0.0881,0.0,1,135.48,32.59,0.3795,10.888,32,3876.25,1434.0,0,0,0,4.157103404677169,102.88999999999999,8440.258479090144,0.0,121.1328125,24.43793482240937,7.928938525400277,16.62625,54.63917525773196,33.6423118865867,0.0,20.30888897832313
mp-100589,Br3Li4,2,trigonal,149,Intermetallic,0.5128,0.0674,0.0,1,162.82,135.82,0.1736,8.924,12,1077.99,832.0,0,6,6,1.1987925194228544,27.0,1622.4648669566132,0.0,89.8325,29.443427316001465,33.43546155366673,12.33999999999999,44.30885756364401,17.230098146128682,0.0,22.05917825221734
mp-626947,Se3Na4Cu,3,monoclinic,8,Intermetallic,-0.4572,0.0115,0.0,1,246.19,114.6,0.2877,8.475,12,582.85,935.0,1,2,6,2.148254799114463,131.59,2045.0568231614868,0.0,48.57083333333333,44.70706700842182,28.192330500098826,24.465000000000003,41.94719124763307,20.0381679389313,0.0,26.67332381730713
mp-201588,Ba3Zn3Ir,3,cubic,198,Intermetallic,-1.5879,0.0384,0.0,1,174.11,64.57,0.3301,14.392,6,1352.44,1180.0,1,0,6,2.696453460942164,109.54000000000002,743.1198391389896,0.0,225.40666666666667,31.51043573782497,15.830697766356986,38.59875,73.06964022722491,26.717557251908396,0.0,28.502574311345143
mp-899994,Co4K4,2,tetragonal,111,Semiconductor,-0.7817,0.0007,0.355,0,60.94,33.85,0.2621,2.895,6,327.93,651.0,1,4,12,1.800295420443044,27.089999999999996,832.8002963694474,1.027725,54.655,10.790919077261076,8.240264874481122,28.521249999999995,12.597306964022723,12.295528898582333,2.9583333333333335,13.058296821538061
mp-916850,AsPb4,2,cubic,201,Nitride,0.694,0.0104,0.093,0,319.82,141.69,0.3122,1.264,4,100.71,1703.0,1,0,8,2.2571811700009046,178.13,2453.8904545548926,0.117552,25.1775,58.18747711461003,34.88584700533702,10.075000000000003,4.018514622343783,40.976008724100325,0.775,27.29416759483884
mp-893894,Si4Br4Pb4Sn2,4,hexagonal,170,Oxide,-2.8378,0.0197,2.797,0,207.14,89.02,0.3141,6.21,32,1859.91,3234.0,1,1,9,2.3268928328098304,118.11999999999999,1139.6151908534246,17.36937,58.1221875,37.557671182716945,21.871911444949593,54.222500000000004,30.033662949715968,82.7153762268266,23.308333333333334,41.6373392545289
mp-981490,Pb,1,cubic,220,Nitride,-1.6156,0.0406,0.389,0,270.91,144.94,0.2714,5.579,16,758.04,1238.0,1,0,8,1.8691182557010406,125.97000000000003,766.2787771337041,2.170231,47.3775,49.23288172830465,35.68887131844238,38.94499999999999,26.71470650115716,28.298800436205017,3.241666666666667,32.17589132489587
mp-770009,Mg4Re3,2,monoclinic,14,Semiconductor,-1.3768,0.2912,0.486,0,97.55,24.92,0.3821,3.996,6,217.89,1984.0,0,2,12,3.914526483180366,72.63,1441.0226507769999,1.942056,36.315,17.493592090809226,6.033801146471634,35.96000000000001,18.38838628234799,48.63685932388223,4.05,21.639346174273307
mp-815123,N2H4Ir3,3,trigonal,144,Ceramic,-1.1269,0.0862,5.607,0,188.63,101.58,0.2726,2.814,4,123.13,2482.0,0,6,3,1.8569600313194567,87.05,2202.50242077822,15.778098000000002,30.7825,34.16880263639692,24.97529155959676,32.83625000000001,12.171260256679991,62.213740458015266,46.725,35.95400593356902
mp-20952,Sr,1,monoclinic,3,Metal,0.0,0.0301,0.0,1,122.49,55.94,0.3024,5.966,2,71.21,2397.0,1,2,7,2.189667500502383,66.55,239700000000.0,0.0,35.605,22.059685097034052,13.698359359557225,18.75,28.750262991794656,59.89640130861504,0.0,22.761095386789975
mp-837888,Os2,1,hexagonal,176,Metal,0.0,0.0892,0.0,1,158.37,62.34,0.3305,6.293,24,1756.23,1665.0,0,1,7,2.5404234837118342,96.03,166500000000.0,0.0,73.17625,28.62870743317466,15.279699545364696,18.75,30.47022932884494,39.94002181025082,0.0,21.569707600129988
mp-804372,PbCl2Sc3,3,cubic,221,Metal,-0.0551,0.1434,0.0,1,171.22,90.14,0.2757,11.939,12,1590.06,1965.0,0,0,7,1.899489682505049,81.08,35662.42546961425,0.0,132.505,30.98132552178689,22.1486459774659,19.43875,60.16726278140122,48.11886586695747,0.0,27.7483004580343
mp-61597,He,1,hexagonal,190,Intermetallic,0.0,0.0476,0.0,1,6.18,1.43,0.3928,1.821,6,126.48,846.0,1,1,6,4.321678291456795,4.75,84600000000.0,0.0,21.080000000000002,0.765287440497986,0.22978849575014823,18.75,6.948243214811697,17.611777535441657,0.0,7.285606139047045
mp-455988,Be4VBa3Y,4,triclinic,1,Halide,-2.6704,0.0005,5.338,0,67.9,43.18,0.2421,4.202,2,112.96,1330.0,1,5,5,1.572487262257414,24.720000000000006,498.05272431825676,22.430276,56.48,12.065177590626144,10.545562364103576,52.129999999999995,19.47191247633074,30.80697928026172,44.483333333333334,28.18888613061828
mp-448478,V4,1,hexagonal,180,Ceramic,-4.5915,0.0228,4.361,0,265.15,253.89,0.1364,3.91,12,596.91,2565.0,1,1,3,1.0443499152765232,11.259999999999991,558.6409657875619,17.05151,49.7425,48.178322958623205,62.60871713777426,76.14375,17.93604039553966,64.47655398037078,36.34166666666667,54.302495155889076
mp-900853,Ti3Ga2,2,cubic,212,Chalcogenide,-1.5705,0.1278,0.047,0,60.76,39.75,0.2274,4.604,12,726.04,246.0,0,0,4,1.528553458734955,21.009999999999998,156.638012374161,0.216388,60.50333333333333,10.75796411570853,9.698062858272385,38.38125,21.58636650536503,1.2540894220283534,0.39166666666666666,14.17295545863694
mp-56732,Bi4,1,hexagonal,172,Halide,-3.4409,0.0292,12.0,0,98.37,49.58,0.2675,7.235,12,1190.78,1200.0,1,1,5,1.984066155307772,48.790000000000006,348.7459666112181,86.82000000000001,99.23166666666667,17.64372024899304,12.126902549911048,61.761250000000004,35.42499474016411,27.262813522355504,100.0,40.938296062150556
mp-163042,TeSc4,2,cubic,222,Halide,-2.6679,0.0078,5.253,0,48.28,7.61,0.4277,4.254,16,638.78,806.0,1,0,5,6.344283828719732,40.67,302.11027286588603,22.346262,39.92375,8.473086781398754,1.756770112670488,52.09875,19.745423942772984,16.521264994547437,43.775000000000006,23.484703522273264
mp-113829,Be4PbCo4H4,4,cubic,197,Silicate,-1.9867,0.0389,7.119,0,103.94,63.71,0.2408,6.116,4,408.03,932.0,1,0,13,1.6314550303513646,40.23,469.11964328222865,43.539804,102.0075,18.66349322592457,15.618205178889108,43.58375,29.53923837576267,19.95637949836423,59.324999999999996,30.41922044329364
